0,	,	1402,	9238371,	129338,	739195,	29524,	66698,	20028,	1231988,	746906,	9371991,	8599020
1,	,	1399,	9098998,	128420,	712452,	27783,	58075,	18838,	1098943,	738754,	9231087,	8486828
2,	,	1450,	9381278,	114362,	644600,	26332,	60185,	16751,	1102398,	662891,	9498842,	8824416
3,	,	1471,	9373005,	101402,	411223,	1843,	36189,	10868,	668657,	486267,	9476873,	9061514
4,	,	1409,	9170288,	135020,	679539,	36747,	58188,	18685,	1088971,	706047,	9308925,	8588807
5,	,	1422,	9262767,	126483,	511910,	29014,	51169,	13065,	898863,	549205,	9392525,	8849040
6,	,	1447,	9290820,	139401,	502730,	51292,	51785,	14382,	946636,	514114,	9433523,	8876144
Total,	67.7838,	10000,	64815527,	874426,	4201649,	202535,	382289,	112617,	7036456,	4404184,	65713766,	61285769,	76
0,	,	1402,	9321275,	134315,	822099,	34501,	70067,	22775,	1330642,	839719,	9460059,	8599020
1,	,	1399,	9361069,	137173,	974523,	36536,	64957,	24636,	1292573,	1003199,	9502079,	8486828
2,	,	1450,	9615247,	119386,	878569,	31356,	65063,	21601,	1242463,	899617,	9737933,	8824416
3,	,	1471,	9589968,	104373,	628186,	4814,	41416,	15385,	815136,	704179,	9696786,	9061514
4,	,	1409,	9432796,	142497,	942047,	44224,	67773,	23875,	1309167,	966690,	9579036,	8588807
5,	,	1422,	9502748,	125405,	751891,	27936,	53505,	18757,	1024688,	796796,	9631367,	8849040
6,	,	1447,	9530820,	138623,	742730,	50514,	58415,	20392,	1129700,	759726,	9672761,	8876144
Total,	71.0887,	10000,	66353923,	901772,	5740045,	229881,	421196,	147421,	8144369,	5969926,	67280021,	61285769,	77
0,	,	1402,	9304346,	124745,	805170,	24931,	65877,	22385,	1265970,	819728,	9433577,	8599020
1,	,	1399,	9181662,	133776,	795116,	33139,	64379,	21505,	1238009,	817651,	9319343,	8486828
2,	,	1450,	9436173,	116667,	699495,	28637,	62555,	18466,	1166375,	717379,	9556365,	8824416
3,	,	1471,	9385797,	101109,	424015,	1550,	37941,	11164,	699126,	509273,	9489358,	9061514
4,	,	1409,	9200146,	139080,	709397,	40807,	61980,	19445,	1170317,	736946,	9342905,	8588807
5,	,	1422,	9300396,	125989,	549539,	28520,	52969,	14263,	951333,	590210,	9429867,	8849040
6,	,	1447,	9357869,	143419,	569779,	55310,	57191,	16293,	1046073,	574218,	9504642,	8876144
Total,	68.4305,	10000,	65166389,	884785,	4552511,	212894,	402892,	123521,	7537203,	4765405,	66076057,	61285769,	75
0,	,	1402,	9458946,	137681,	959770,	37867,	76043,	26400,	1486733,	969647,	9601987,	8599020
1,	,	1399,	9344262,	130618,	957716,	29981,	70030,	26022,	1387095,	994951,	9479567,	8486828
2,	,	1450,	9572697,	120671,	836019,	32641,	67500,	22587,	1297049,	859064,	9697652,	8824416
3,	,	1471,	9555917,	103470,	594135,	3911,	45210,	16244,	888462,	679578,	9662563,	9061514
4,	,	1409,	9326206,	136931,	835457,	38658,	63250,	23205,	1255975,	872921,	9467575,	8588807
5,	,	1422,	9457993,	129534,	707136,	32065,	60968,	18755,	1146143,	754265,	9591566,	8849040
6,	,	1447,	9482706,	159055,	694616,	70946,	64677,	20435,	1222640,	700492,	9645934,	8876144
Total,	70.7982,	10000,	66198727,	917960,	5584849,	246069,	447678,	153648,	8684097,	5830918,	67146844,	61285769,	79
0,	,	1402,	9227759,	128148,	728583,	28334,	65367,	19773,	1218350,	737215,	9360098,	8599020
1,	,	1399,	9114484,	130592,	727938,	29955,	59635,	19287,	1126116,	751002,	9248904,	8486828
2,	,	1450,	9355523,	111232,	618845,	23202,	56503,	16032,	1056455,	643073,	9470042,	8824416
3,	,	1471,	9365385,	101133,	403603,	1574,	35367,	10616,	651294,	477717,	9468958,	9061514
4,	,	1409,	9153066,	134192,	662317,	35919,	58563,	17926,	1076460,	688585,	9290620,	8588807
5,	,	1422,	9272457,	126534,	521600,	29065,	50935,	13354,	899528,	557447,	9402290,	8849040
6,	,	1447,	9281655,	139587,	493565,	51478,	51891,	14029,	935727,	500939,	9424512,	8876144
Total,	67.6142,	10000,	64770329,	871418,	4156451,	199527,	378261,	111017,	6963930,	4355978,	65665424,	61285769,	76
