0,	,	10000,	63096380,	0,	1810611,	0,	122640,	49859,	2527836,	1810611,	63107772,	61285769
Total,	119.585,	10000,	63096380,	0,	1810611,	0,	122640,	49859,	2527836,	1810611,	63107772,	61285769,	0
0,	,	10000,	63005942,	0,	1720173,	0,	119460,	47026,	2431282,	1720173,	63018173,	61285769
Total,	118.806,	10000,	63005942,	0,	1720173,	0,	119460,	47026,	2431282,	1720173,	63018173,	61285769,	0
0,	,	10000,	63013192,	0,	1727423,	0,	119303,	47319,	2454152,	1727423,	63023892,	61285769
Total,	119.331,	10000,	63013192,	0,	1727423,	0,	119303,	47319,	2454152,	1727423,	63023892,	61285769,	0
0,	,	10000,	62924018,	0,	1638249,	0,	118285,	44527,	2382098,	1638249,	62934115,	61285769
Total,	118.67,	10000,	62924018,	0,	1638249,	0,	118285,	44527,	2382098,	1638249,	62934115,	61285769,	0
0,	,	10000,	62609076,	0,	1323307,	0,	107255,	34706,	2055462,	1323307,	62618220,	61285769
Total,	117.134,	10000,	62609076,	0,	1323307,	0,	107255,	34706,	2055462,	1323307,	62618220,	61285769,	0
