0,	,	10000,	26323541,	0,	366145,	0,	2618,	6306,	115493,	366145,	26325946,	25957396
Total,	96.7162,	10000,	26323541,	0,	366145,	0,	2618,	6306,	115493,	366145,	26325946,	25957396,	0
0,	,	10000,	26528879,	0,	572497,	0,	2958,	8749,	155437,	572497,	26533301,	25956382
Total,	102.713,	10000,	26528879,	0,	572497,	0,	2958,	8749,	155437,	572497,	26533301,	25956382,	0
0,	,	10000,	26470523,	0,	513856,	0,	2777,	8181,	143560,	513856,	26473630,	25956667
Total,	98.6925,	10000,	26470523,	0,	513856,	0,	2777,	8181,	143560,	513856,	26473630,	25956667,	0
0,	,	10000,	26556337,	0,	600383,	0,	2608,	8791,	147280,	600383,	26559426,	25955954
Total,	97.3196,	10000,	26556337,	0,	600383,	0,	2608,	8791,	147280,	600383,	26559426,	25955954,	0
0,	,	10000,	26621554,	0,	665297,	0,	3598,	9201,	169641,	665297,	26625922,	25956257
Total,	98.6774,	10000,	26621554,	0,	665297,	0,	3598,	9201,	169641,	665297,	26625922,	25956257,	0
