0,	,	10000,	111922911,	0,	50637142,	0,	1036565,	1055774,	30530617,	50637142,	112115509,	61285769
Total,	169.521,	10000,	111922911,	0,	50637142,	0,	1036565,	1055774,	30530617,	50637142,	112115509,	61285769,	410
0,	,	10000,	74700096,	0,	13414327,	0,	474536,	344129,	12108306,	13414327,	74741399,	61285769
Total,	92.7136,	10000,	74700096,	0,	13414327,	0,	474536,	344129,	12108306,	13414327,	74741399,	61285769,	232
0,	,	10000,	96449536,	0,	35163767,	0,	848452,	802495,	24158511,	35163767,	96603448,	61285769
Total,	130.645,	10000,	96449536,	0,	35163767,	0,	848452,	802495,	24158511,	35163767,	96603448,	61285769,	321
0,	,	10000,	78853239,	0,	17567470,	0,	557777,	439509,	14719409,	17567470,	78930515,	61285769
Total,	102.221,	10000,	78853239,	0,	17567470,	0,	557777,	439509,	14719409,	17567470,	78930515,	61285769,	261
0,	,	10000,	70108231,	0,	8822462,	0,	383624,	234134,	9125681,	8822462,	70145873,	61285769
Total,	81.9205,	10000,	70108231,	0,	8822462,	0,	383624,	234134,	9125681,	8822462,	70145873,	61285769,	212
0,	,	10000,	70150548,	0,	8864779,	0,	376598,	233933,	9011891,	8864779,	70199450,	61285769
Total,	82.3017,	10000,	70150548,	0,	8864779,	0,	376598,	233933,	9011891,	8864779,	70199450,	61285769,	211
0,	,	10000,	80161219,	0,	18875450,	0,	581874,	471178,	15587246,	18875450,	80241097,	61285769
Total,	98.8144,	10000,	80161219,	0,	18875450,	0,	581874,	471178,	15587246,	18875450,	80241097,	61285769,	282
0,	,	10000,	79997064,	0,	18711295,	0,	582189,	464331,	15444512,	18711295,	80099123,	61285769
Total,	106.217,	10000,	79997064,	0,	18711295,	0,	582189,	464331,	15444512,	18711295,	80099123,	61285769,	283
0,	,	10000,	69708128,	0,	8422359,	0,	355964,	218307,	8400040,	8422359,	69747391,	61285769
Total,	84.6099,	10000,	69708128,	0,	8422359,	0,	355964,	218307,	8400040,	8422359,	69747391,	61285769,	208
0,	,	10000,	70604086,	0,	9318317,	0,	382750,	245094,	9279367,	9318317,	70641288,	61285769
Total,	86.8183,	10000,	70604086,	0,	9318317,	0,	382750,	245094,	9279367,	9318317,	70641288,	61285769,	224
