0,	,	625,	9021336,	248320,	728475,	84072,	112366,	76614,	3074323,	769453,	9273904,	8457059
1,	,	642,	9953993,	243767,	1432377,	105818,	113867,	121412,	4078030,	1517311,	10205942,	8659452
2,	,	625,	9006927,	218190,	683400,	69771,	78938,	71388,	2557638,	759191,	9228694,	8471978
3,	,	643,	9741956,	251117,	1187389,	87713,	87074,	113394,	3538579,	1386726,	10000509,	8718149
4,	,	629,	9758907,	282390,	1392342,	137262,	161292,	133282,	5061544,	1404586,	10048972,	8511842
5,	,	615,	9637474,	292927,	1475544,	151815,	197281,	151492,	5830094,	1476324,	9937894,	8302945
6,	,	616,	9681753,	283604,	1496817,	130530,	144742,	145284,	4988103,	1535660,	9973796,	8338023
7,	,	643,	9977116,	271638,	1414485,	118656,	126597,	135776,	4550994,	1453358,	10256518,	8715860
8,	,	642,	9590789,	252253,	1040890,	94800,	91134,	103693,	3389559,	1271581,	9849067,	8707418
9,	,	633,	8389398,	172193,	11,	3,	9,	0,	110,	531659,	8561559,	8561545
10,	,	608,	9689026,	280254,	1627377,	122900,	99379,	138454,	4323053,	1784147,	9977648,	8219157
11,	,	626,	9847573,	312910,	1559648,	154933,	168124,	144924,	5317263,	1609089,	10168288,	8445628
12,	,	610,	9678811,	297627,	1617452,	138636,	126339,	154782,	5037101,	1817223,	9985332,	8220127
13,	,	610,	9648606,	279183,	1540093,	125291,	140776,	148765,	5020350,	1577956,	9935192,	8262510
14,	,	627,	9691955,	312620,	1387442,	145195,	185755,	138205,	5360644,	1406502,	10011609,	8472001
15,	,	606,	9620518,	286338,	1593878,	135849,	142931,	148361,	4967052,	1680098,	9915070,	8176911
Total,	176.496,	10000,	152936138,	4285331,	20177620,	1803244,	1976604,	1925826,	67094437,	21980864,	157329994,	135240605,	46
0,	,	625,	8452707,	182933,	159846,	18685,	38908,	16529,	841400,	389881,	8636833,	8457059
1,	,	642,	8521616,	137949,	0,	0,	0,	0,	0,	249471,	8659452,	8659452
2,	,	625,	9314397,	246438,	990870,	98019,	122905,	101318,	3765965,	1037155,	9566580,	8471978
3,	,	643,	9302174,	232129,	747607,	68725,	85916,	77271,	2791454,	876715,	9539048,	8718149
4,	,	629,	9229188,	239704,	862623,	94576,	111249,	86349,	3356466,	939243,	9473833,	8511842
5,	,	615,	9204064,	253227,	1042134,	112115,	156033,	105966,	4272292,	1049344,	9462732,	8302945
6,	,	616,	9144525,	261120,	959589,	108046,	140270,	102564,	3983010,	992299,	9411406,	8338023
7,	,	643,	9488231,	231092,	925600,	78110,	82509,	93888,	3021790,	1043097,	9724750,	8715860
8,	,	642,	9347734,	218184,	797835,	60731,	66719,	73645,	2411833,	876177,	9571768,	8707418
9,	,	633,	9233789,	239329,	844402,	67139,	83508,	77551,	2708370,	957325,	9478884,	8561545
10,	,	608,	8362269,	191343,	300620,	33989,	42776,	31934,	1223748,	427354,	8555994,	8219157
11,	,	626,	9258247,	273952,	970322,	115975,	155440,	106108,	4270354,	994655,	9537586,	8445628
12,	,	610,	9282338,	284090,	1220979,	125099,	155757,	121846,	4649833,	1224575,	9573556,	8220127
13,	,	610,	9202178,	251296,	1093665,	97404,	98753,	98050,	3417564,	1135007,	9459526,	8262510
14,	,	627,	9182697,	272394,	878184,	104969,	155970,	85706,	3865837,	881087,	9460306,	8472001
15,	,	606,	9145702,	253503,	1119062,	103014,	118652,	110187,	3857325,	1126549,	9405997,	8176911
Total,	160.45,	10000,	145671856,	3768683,	12913338,	1286596,	1615365,	1288912,	48437241,	14199934,	149518251,	135240605,	36
0,	,	625,	8716909,	220901,	424048,	56653,	94787,	44016,	2178128,	455263,	8939539,	8457059
1,	,	642,	9429291,	229116,	907675,	91167,	139220,	92902,	3757104,	914406,	9662102,	8659452
2,	,	625,	9348771,	238162,	1025244,	89743,	85162,	100659,	3257546,	1128208,	9591570,	8471978
3,	,	643,	9374782,	258720,	820215,	95316,	117509,	86971,	3374326,	861477,	9637472,	8718149
4,	,	629,	9420516,	228701,	1053951,	83573,	77278,	98860,	3138190,	1126663,	9655189,	8511842
5,	,	615,	8161930,	141112,	0,	0,	0,	0,	0,	412848,	8302945,	8302945
6,	,	616,	9205568,	229769,	1020632,	76695,	71821,	94017,	2972795,	1142249,	9440022,	8338023
7,	,	643,	9556547,	239208,	993916,	86226,	81351,	86097,	2977383,	1084345,	9801543,	8715860
8,	,	642,	9313396,	225676,	763497,	68223,	79648,	80064,	2731608,	780698,	9542547,	8707418
9,	,	633,	9185011,	267047,	795624,	94857,	173800,	78264,	3899919,	797344,	9455977,	8561545
10,	,	608,	8421927,	198883,	360278,	41529,	65210,	38239,	1640441,	424634,	8622489,	8219157
11,	,	626,	9420798,	264946,	1132873,	106969,	145593,	110896,	4282169,	1137887,	9690567,	8445628
12,	,	610,	9340359,	278413,	1279000,	119422,	141176,	128134,	4650110,	1292437,	9624431,	8220127
13,	,	610,	9161065,	236796,	1052552,	82904,	82612,	91799,	3054068,	1157890,	9403332,	8262510
14,	,	627,	9160961,	233971,	856448,	66546,	59467,	78133,	2471186,	1033378,	9400177,	8472001
15,	,	606,	9178921,	270385,	1152281,	119896,	138213,	121046,	4393098,	1168226,	9453961,	8176911
Total,	161.481,	10000,	146396752,	3761806,	13638234,	1279719,	1552847,	1330097,	48778071,	14917953,	150223863,	135240605,	43
0,	,	625,	9011416,	230466,	718555,	66218,	57562,	63807,	2163675,	944418,	9246515,	8457059
1,	,	642,	10082207,	251233,	1560591,	113284,	105177,	143139,	4392537,	1667247,	10340618,	8659452
2,	,	625,	9736501,	270622,	1412974,	122203,	110670,	134721,	4362362,	1604019,	10015106,	8471978
3,	,	643,	8554568,	163404,	1,	0,	1,	0,	16,	528049,	8718150,	8718149
4,	,	629,	10024355,	291171,	1657790,	146043,	153270,	150286,	5320502,	1668690,	10324398,	8511842
5,	,	615,	9906785,	287732,	1744855,	146620,	142255,	165171,	5461918,	1765599,	10204084,	8302945
