7,	,	1250,	8910374,	3409,	2476574,	2668,	12181,	24971,	475198,	2479649,	8923458,	6434707
Total,	33.9676,	10000,	71455043,	33910,	19961306,	25805,	96119,	189544,	3697728,	19986873,	71558995,	51501816,	0
0,	,	1250,	8971412,	4022,	2524318,	2801,	12497,	26618,	497838,	2527325,	8986354,	6448202
1,	,	1250,	8862137,	3829,	2420040,	2733,	13344,	25494,	504060,	2424001,	8875161,	6443311
2,	,	1250,	8273200,	4588,	1818675,	3537,	8710,	17089,	334471,	1821332,	8284234,	6455477
3,	,	1250,	9472537,	5176,	3048401,	4057,	13894,	29229,	555588,	3051564,	9489319,	6425257
4,	,	1250,	9069279,	5044,	2632303,	3915,	12900,	26731,	512522,	2636166,	9084074,	6438046
5,	,	1250,	9398228,	3104,	2964047,	2320,	13332,	29610,	555190,	2967701,	9414830,	6435107
6,	,	1250,	8558732,	4359,	2137073,	3549,	9235,	18279,	354966,	2139336,	8570315,	6422315
7,	,	1250,	8842694,	3479,	2408148,	2695,	12864,	24477,	488677,	2411017,	8853223,	6435486
Total,	34.503,	10000,	71448219,	33601,	19953005,	25607,	96776,	197527,	3803312,	19978442,	71557510,	51503201,	0
0,	,	1250,	8539608,	4131,	2090356,	2827,	11248,	18992,	395289,	2093251,	8549502,	6450384
1,	,	1250,	8648605,	3704,	2206264,	2586,	11571,	23104,	447304,	2209979,	8661156,	6443627
2,	,	1250,	8310136,	5146,	1855405,	4109,	8331,	15347,	305854,	1857719,	8320575,	6455656
3,	,	1250,	9369247,	4642,	2943992,	3577,	12129,	25233,	486464,	2947768,	9384279,	6426309
4,	,	1250,	8953196,	4722,	2515790,	3607,	11441,	22366,	439442,	2519476,	8965652,	6438427
5,	,	1250,	9406546,	3845,	2973761,	2998,	14472,	30112,	579451,	2976710,	9422267,	6433742
6,	,	1250,	8884676,	3866,	2465128,	3039,	11550,	22536,	436943,	2467951,	8896641,	6420254
7,	,	1250,	9214141,	3414,	2780537,	2636,	13672,	28087,	545888,	2783661,	9227308,	6434563
Total,	33.89,	10000,	71326155,	33470,	19831233,	25379,	94414,	185777,	3636635,	19856515,	71427380,	51502962,	0
0,	,	1250,	8747512,	4070,	2298152,	2795,	11519,	22724,	452001,	2300893,	8760154,	6450483
1,	,	1250,	8821895,	3928,	2379231,	2826,	12590,	24618,	482569,	2382785,	8835386,	6443864
2,	,	1250,	8337539,	4434,	1884317,	3443,	8608,	16609,	329115,	1886941,	8347884,	6454108
3,	,	1250,	8698829,	5041,	2272185,	3939,	10434,	20683,	398834,	2275459,	8712554,	6427757
4,	,	1250,	9106895,	4787,	2671120,	3652,	13397,	25760,	504666,	2675283,	9122397,	6436828
5,	,	1250,	8797897,	3943,	2362169,	3128,	11039,	22148,	429003,	2364850,	8810484,	6436658
6,	,	1250,	9328568,	3507,	2911891,	2693,	12872,	28010,	531624,	2914939,	9342909,	6417359
7,	,	1250,	9061734,	3443,	2627416,	2703,	12601,	26463,	509565,	2630160,	9074773,	6435267
Total,	33.8243,	10000,	70900869,	33153,	19406481,	25179,	93060,	187015,	3637377,	19431310,	71006541,	51502324,	0
0,	,	1250,	8950986,	5215,	2501829,	3878,	11988,	21870,	440135,	2504508,	8964703,	6450318
1,	,	1250,	8992753,	3773,	2550322,	2608,	13646,	24548,	495851,	2554112,	9005849,	6443741
2,	,	1250,	8913451,	4840,	2462686,	3783,	12043,	24842,	481239,	2465140,	8926964,	6451710
3,	,	1250,	8926822,	4777,	2499439,	3695,	10436,	19499,	386143,	2502924,	8939491,	6428469
4,	,	1250,	9096906,	4250,	2660690,	3200,	12341,	26179,	495653,	2665248,	9110825,	6437222
5,	,	1250,	8871342,	4015,	2435988,	3246,	11179,	23255,	443005,	2438745,	8886186,	6436224
6,	,	1250,	8393573,	3502,	1971764,	2689,	8697,	16587,	326762,	1974629,	8403856,	6422504
7,	,	1250,	8579251,	3832,	2143123,	3029,	11059,	20561,	410891,	2146312,	8590690,	6437093
Total,	33.8186,	10000,	70725084,	34204,	19225841,	26128,	91389,	177341,	3479679,	19251618,	70828564,	51507281,	0
